Pair,Entry Time,Exit Time,Alloc,EntryZ,ZScale,Trade Return,Trade Costs,Slippage,Alpha PnL,Realized PnL,Capital After
BIMAS-DOHOL,2020-04-16,2020-05-04,76649.77714421006,2.177791706238343,1.0,0.008024099254614388,61.31982171536806,30.65991085768403,615.045419649215,523.0656870761628,1280986.4944937027
TSKB-ZOREN,2020-04-27,2020-05-07,76881.68902855508,2.6122424288129014,1.0,0.06255592617153169,61.50535122284406,30.75267561142203,4809.405262812949,4717.147235978683,1286801.9691125925
DOAS-SASA,2020-05-04,2020-05-07,76859.18966962215,1.9644856647199183,1.0,0.1498391470201614,61.48735173569772,30.74367586784886,11516.515420756985,11424.284393153439,1298226.253505746
CCOLA-TSKB,2020-05-05,2020-05-07,76880.96223643483,-2.0604303047213324,1.0,0.05709629443279219,61.50476978914787,30.752384894573936,4389.618056127861,4297.360901444139,1302523.6144071901
CCOLA-FROTO,2020-05-05,2020-05-08,76880.96223643483,-2.067997240044075,1.0,0.08096610626143272,61.50476978914787,30.752384894573936,6224.752157916379,6132.495003232657,1309024.745153241
DOAS-EKGYO,2020-04-27,2020-05-12,76881.68902855508,1.7146025285991768,1.0,0.05947298865881947,61.50535122284406,30.75267561142203,4572.383819666141,4480.125792831875,1314989.0474123445
GARAN-TCELL,2020-03-17,2020-05-14,68177.27096219648,-1.5892551739648402,1.0,-0.19797778324974422,54.54181676975718,27.27090838487859,-13497.584973112815,-13579.39769826745,1302163.5079396241
CCOLA-EGEEN,2020-04-24,2020-05-18,76809.92426084974,3.896656207871661,1.0,0.022424436041598907,61.4479394086798,30.7239697043399,1722.4192339474814,1630.2473248344618,1305306.4590338273
ENJSA-GUBRF,2020-04-01,2020-05-20,71335.6873611534,2.030620234585425,1.0,-0.26108916662079235,57.06854988892272,28.53427494446136,-18624.97516344493,-18710.577988278314,1287350.9087911053
CCOLA-DOHOL,2020-04-22,2020-05-20,76762.95586634686,-3.1951856928276423,1.0,-0.025159948864001757,61.4103646930775,30.70518234653875,-1931.3520442469107,-2023.467591286527,1285327.4411998186
CCOLA-TSKB,2020-05-12,2020-05-20,78899.34284474066,-1.9422871788097857,1.0,0.04476308693610656,63.119474275792534,31.559737137896267,3531.7781429608035,3437.0989315471147,1288764.5401313656
CCOLA-FROTO,2020-05-13,2020-05-21,78921.78178203704,-1.8176589537822603,1.0,0.053122665169009584,63.13742542562964,31.56871271281482,4192.5353881487945,4097.82925001035,1293231.7473473898
EKGYO-SASA,2020-04-24,2020-05-27,76809.92426084974,-2.119301583817805,1.0,0.10412286942437998,61.4479394086798,30.7239697043399,7997.669714308974,7905.497805195954,1303373.3712328477
ENKAI-VESTL,2020-05-14,2020-05-27,78129.81047637745,-3.813557176311773,1.0,0.0066533425655494575,62.50384838110196,31.25192419055098,519.8243936807941,426.0686211091411,1303799.439853957
SOKM-THYAO,2020-05-06,2020-06-01,76902.96637826636,-4.081468242973488,1.0,0.03069389712864566,61.52237310261309,30.761186551306544,2360.4517389022035,2268.1681792482836,1307960.4428395506
CCOLA-TSKB,2020-05-27,2020-06-03,78227.96639123741,4.675017919191312,1.0,0.11643676600861394,62.58237311298993,31.291186556494964,9108.611418026225,9014.73785835674,1317695.8112027284
DOAS-SASA,2020-05-15,2020-06-04,78152.40588836874,-2.3311459784169544,1.0,0.138822590248747,62.521924710695,31.2609623553475,10849.319419594774,10755.536532528733,1328812.4175999544
BIMAS-DOHOL,2020-05-20,2020-06-08,77325.87240788194,1.8972359401056813,1.0,-0.06967120739184579,61.860697926305555,30.930348963152777,-5387.386893284948,-5480.177940174407,1324786.8334784303
AEFES-TTKOM,2020-04-29,2020-06-09,77499.96233237693,6.563744989610459,1.0,-0.05016627771887104,61.99996986590155,30.999984932950774,-3887.884633568066,-3980.8845883669183,1321167.1989162292
AEFES-BRSAN,2020-05-11,2020-06-10,78608.17717381318,2.9730042230322806,1.0,-0.07922481564733189,62.88654173905055,31.443270869525275,-6227.7183449681515,-6322.048157576727,1315203.8124722026
PGSUS-TAVHL,2020-04-24,2020-06-11,76809.92426084974,-1.6514228036041332,1.0,0.06566913609006278,61.4479394086798,30.7239697043399,5044.041369353156,4951.8694602401365,1320512.8299789352
ALARK-TKFEN,2020-05-21,2020-06-12,77593.90484084339,-1.6102898014728881,1.0,-0.09548096175614242,62.075123872674716,31.037561936337358,-7408.740660618321,-7501.853346427333,1313369.5300946496
TSKB-ZOREN,2020-05-21,2020-06-17,77593.90484084339,-1.742958957562268,1.0,0.025039793372497204,62.075123872674716,31.037561936337358,1942.935344179929,1849.8226583709168,1317009.1408900989
AEFES-PETKM,2020-05-13,2020-06-18,78921.78178203704,4.229270588667793,1.0,-0.0653227132949011,63.13742542562964,31.56871271281482,-5155.384924070754,-5250.091062209199,1312121.85298904
CCOLA-EGEEN,2020-06-01,2020-06-18,78477.62657037303,-4.569891396452264,1.0,-0.015742955270528255,62.782101256298425,31.391050628149213,-1235.4697648346023,-1329.64291671905,1310792.2100723211
ODAS-TKFEN,2020-05-13,2020-06-22,78921.78178203704,-1.5416127933883885,1.0,-0.10316560983716533,63.13742542562964,31.56871271281482,-8142.013746979535,-8236.71988511798,1303987.3799408022
SOKM-THYAO,2020-06-10,2020-06-22,78912.22874833216,2.7172619380125784,1.0,-0.035932360014355055,63.129782998665725,31.564891499332862,-2835.5026129202097,-2930.1972874182084,1301057.182653384
ENKAI-KOZAA,2020-05-08,2020-06-24,78541.48470919447,3.3367308499727,1.0,-0.024230251377212575,62.833187767355575,31.416593883677788,-1903.0799180432796,-1997.329699694313,1299770.5784517883
ENKAI-VESTL,2020-06-05,2020-06-24,79750.4785037954,2.164607026688597,1.0,-0.05087810645862818,63.80038280303632,31.90019140151816,-4057.5533354426407,-4153.253909647195,1295617.324542141
CCOLA-FROTO,2020-06-16,2020-06-26,78887.82657766913,2.4051784678612607,1.0,-0.00793265900909466,63.1102612621353,31.55513063106765,-625.7902282092442,-720.4556201024471,1295603.044163489
ENKAI-ZOREN,2020-06-23,2020-06-26,78084.64933050671,2.3155546338152413,1.0,0.05832200093921744,62.46771946440537,31.233859732202685,4554.052991592277,4460.351412395669,1300063.3955758847
CCOLA-DOHOL,2020-05-28,2020-06-29,78250.48447026133,1.8993907672546522,1.0,-0.003145342194575594,62.60038757620907,31.300193788104536,-246.12455055029523,-340.02513191460883,1300783.5843158897
SOKM-TCELL,2020-06-16,2020-06-30,78887.82657766913,-4.207848503096517,1.0,-0.1303318770594863,63.1102612621353,31.55513063106765,-10281.598515010848,-10376.263906904052,1290760.814176951
ODAS-TKFEN,2020-06-26,2020-07-09,78003.80373455308,1.8941648224210152,1.0,-0.03559733883641467,62.403042987642465,31.201521493821232,-2776.727832068074,-2870.3323965495374,1291076.8785283775
CCOLA-EGEEN,2020-06-30,2020-07-10,77445.64885061706,1.7805949597897823,1.0,-0.0027455666438831773,61.95651908049365,30.978259540246825,-212.63219019814372,-305.56696881888416,1291127.2869890535
DOAS-SASA,2020-06-11,2020-07-13,79230.7697987361,3.573888136127086,1.0,-0.09463953897247901,63.384615838988886,31.692307919494443,-7498.363526186999,-7593.440449945482,1284602.085067831
PGSUS-TAVHL,2020-06-16,2020-07-14,78887.82657766913,2.6115157526603423,1.0,-0.06408696889577403,63.1102612621353,31.55513063106765,-5055.681688138297,-5150.347080031501,1279804.360535354
ENKAI-ZOREN,2020-07-10,2020-07-16,77467.6372193432,-2.0722380882435223,1.0,0.04158725168757105,61.97410977547457,30.987054887737283,3221.6661266822725,3128.7049620190605,1283635.863819096
CCOLA-FROTO,2020-07-03,2020-07-20,77508.82834759657,-2.035476193514054,1.0,0.009824860389864451,62.00706267807726,31.00353133903863,761.5134174971045,668.5028234799885,1285712.5362943576
AEFES-BRSAN,2020-06-17,2020-07-21,79020.54845340594,-2.0980398921159407,1.0,0.07388584414674909,63.21643876272475,31.608219381362375,5838.499927418986,5743.675269274899,1291807.3970828718
SOKM-THYAO,2020-07-17,2020-07-27,77039.19180245399,-1.9556739747098115,1.0,0.04261799622887644,61.6313534419632,30.8156767209816,3283.2559857126726,3190.8089555497277,1297130.8002622859
ENJSA-GUBRF,2020-05-27,2020-07-28,78227.96639123741,-2.1977556896679,1.0,0.018769164975573405,62.58237311298993,31.291186556494964,1468.2736069007467,1374.4000472312619,1298860.9413242845
BIMAS-DOHOL,2020-06-25,2020-07-28,77758.17190214049,-1.8402684746501394,1.0,0.011937758899728874,62.20653752171239,31.103268760856196,928.2583086514253,834.9485023688568,1299695.8898266533
THYAO-TTRAK,2020-04-29,2020-07-29,77499.96233237693,2.625207236071875,1.0,0.7345326141447958,61.99996986590155,30.999984932950774,56926.24992812403,56833.249973325175,1356882.1823462895
CCOLA-TSKB,2020-07-23,2020-08-04,77550.87400185571,1.7633456043387679,1.0,0.04389743371068264,62.04069920148457,31.020349600742286,3404.284350701963,3311.2233018997363,1362409.7957072211
TSKB-ZOREN,2020-06-29,2020-08-12,78047.01505895339,-1.6998524197253158,1.0,-0.21841978487087665,62.437612047162716,31.218806023581358,-17047.01223899067,-17140.668657061415,1348273.3390122633
AEFES-PETKM,2020-07-03,2020-08-12,77508.82834759657,-2.0998365030540587,1.0,0.08231438536205345,62.00706267807726,31.00353133903863,6380.091565565316,6287.0809715482,1354560.4199838114
CCOLA-DOHOL,2020-07-09,2020-08-12,77464.61271170265,-2.5200087578990527,1.0,0.052730358196669824,61.97169016936212,30.98584508468106,4084.7367758543833,3991.77924060034,1358552.1992244117
AEFES-TTKOM,2020-06-22,2020-08-17,78063.43095920303,-1.938138390309542,1.0,0.07879317482110904,62.45074476736243,31.225372383681215,6150.86556270406,6057.189445553016,1366476.247141093
GARAN-TCELL,2020-05-28,2020-08-25,78250.48447026133,3.634879468532872,1.0,0.2438878296293174,62.60038757620907,31.300193788104536,19084.340824894643,18990.440243530327,1388462.1175876746
BIMAS-KOZAL,2020-06-12,2020-08-26,78802.17180567897,-2.5511228614906525,1.0,0.11218658409782029,63.04173744454318,31.52086872227159,8840.546474368686,8745.983868201873,1397587.6642088895
CCOLA-TSKB,2020-08-13,2020-08-26,81535.43873595477,2.4711061676474078,1.0,0.05545057824772094,65.22835098876382,32.61417549438191,4521.187225590317,4423.344699107171,1402011.0089079966
PGSUS-TAVHL,2020-08-05,2020-08-28,81766.84498927089,-5.516591754436197,1.0,0.08639816644947217,65.41347599141672,32.70673799570836,7064.505483431215,6966.38526944409,1409743.864926009
CCOLA-EGEEN,2020-07-29,2020-09-03,81412.93094077737,3.022892046398824,1.0,-0.018085022651098404,65.1303447526219,32.56517237631095,-1472.3547001562688,-1570.0502172852016,1410477.5047341234
ENKAI-KOZAA,2020-07-06,2020-09-04,77572.65600704298,-4.1134441732309055,1.0,0.07891889412366482,62.05812480563439,31.029062402817196,6121.948226311297,6028.861039102845,1416891.8427485947
BIMAS-DOHOL,2020-08-05,2020-09-08,81766.84498927089,-2.497567199419423,1.0,0.023840843207096965,65.41347599141672,32.70673799570836,1949.3905309282093,1851.270316941084,1420294.622271667
ALARK-TKFEN,2020-06-23,2020-09-10,78084.64933050671,2.7814424139505145,1.0,0.006402364137814531,62.46771946440537,31.233859732202685,499.9263585874596,406.22477939085155,1421482.8628749552
ODAS-TKFEN,2020-08-12,2020-09-14,81513.1319534647,1.839841143525083,1.0,0.0061386188543485,65.21050556277177,32.605252781385886,500.37804868653564,402.56229034237793,1423455.252258634
THYAO-TTRAK,2020-08-26,2020-09-14,84120.66053447979,-3.6513891482652743,1.0,-0.007243553302240626,67.29652842758384,33.64826421379192,-609.3324884011938,-710.2772810425695,1422744.9749775913
CCOLA-FROTO,2020-08-06,2020-09-17,72145.8445507148,2.4700128622003406,1.0,-0.05635372778723509,57.71667564057184,28.85833782028592,-4065.68728479116,-4152.262298252018,1419760.2165536983
TSKB-ZOREN,2020-09-07,2020-09-21,85083.237305699,3.455900865795778,1.0,0.05475744150189622,68.0665898445592,34.0332949222796,4658.9403895587675,4556.840504791929,1425879.9283478986
CCOLA-TSKB,2020-09-03,2020-09-23,84628.6502840474,1.8765891211623833,1.0,0.006247271295120755,67.70292022723793,33.85146011361896,528.6981376643422,427.1437573234853,1427093.9915995258
SOKM-THYAO,2020-08-04,2020-09-25,81744.58774243327,2.4921682684547894,1.0,-0.0278878011772895,65.39567019394661,32.69783509697331,-2279.6768102804754,-2377.7703155713953,1425503.802700249
ENKAI-ZOREN,2020-09-21,2020-09-25,85552.79570087392,1.6181326420970725,1.0,0.023942297538403847,68.44223656069914,34.22111828034957,2048.330489912601,1945.6671350715521,1427449.4698353205
SOKM-TCELL,2020-07-14,2020-09-28,76788.26163212123,1.5477145178610956,1.0,0.05047735882683439,61.43060930569698,30.71530465284849,3876.0686360934233,3783.922722134878,1432409.9214965734
AEFES-BRSAN,2020-07-30,2020-10-07,81434.99322374268,1.9973615831796576,1.0,-0.05289874630235042,65.14799457899414,32.57399728949707,-4307.80904667639,-4405.531038544881,1432086.7220424896
THYAO-TTRAK,2020-09-25,2020-10-07,85646.96819011922,3.5723884241585697,1.0,-0.02257137247770826,68.51757455209538,34.25878727604769,-1933.169620605612,-2035.945982433755,1430050.7760600557
DOAS-SASA,2020-07-21,2020-10-12,77508.4438249723,-1.8708389601855389,1.0,-0.39140651360610107,62.00675505997785,31.003377529988924,-30337.309772566743,-30430.31990515671,1402029.5230380334
CCOLA-EGEEN,2020-09-10,2020-10-12,84117.42712726425,-2.9103416287109565,1.0,0.048235715706126815,67.2939417018114,33.6469708509057,4057.4643008415583,3956.523388288841,1405986.0464263223
ALARK-TKFEN,2020-10-08,2020-10-12,78667.16503632544,5.524591256363525,1.0,-0.04577121677835575,62.93373202906036,31.46686601453018,-3600.69186421634,-3695.0924622599305,1402290.9539640623
GARAN-TCELL,2020-09-02,2020-10-13,84699.7107102861,-1.8669025121674678,1.0,0.018876739967849228,67.75976856822889,33.879884284114446,1598.854414430125,1497.2147615777815,1404253.7554296122
AEFES-PETKM,2020-09-04,2020-10-13,85013.51056491568,2.4826384326897433,1.0,0.018323487703876554,68.01080845193255,34.005404225966274,1557.7440154996118,1455.727802821713,1405709.483232434
ENKAI-ZOREN,2020-09-30,2020-10-13,83791.34322560538,2.3036292296628624,1.0,0.008230600560662363,67.03307458048431,33.516537290242155,689.6530765313202,589.1034646605937,1406298.5866970946
EKGYO-SASA,2020-07-22,2020-10-16,77529.6062293281,-2.043994015298741,1.0,-0.5915207913584783,62.02368498346248,31.01184249173124,-45860.37403048337,-45953.40955795856,1361734.736703361
ENKAI-VESTL,2020-09-23,2020-10-19,85625.63949597154,5.04895023349675,1.0,-0.008913287838448379,68.50051159677723,34.250255798388615,-763.2059711788083,-865.9567385739741,1362220.8615394495
AEFES-TTKOM,2020-08-24,2020-10-20,82145.72219372714,2.310230461197749,1.0,-0.05233176055440174,65.71657775498171,32.85828887749086,-4298.830264410533,-4397.405131043006,1358274.0313693548
CCOLA-DOHOL,2020-08-26,2020-10-21,84120.66053447979,2.0715662289788406,1.0,-0.08780826515811599,67.29652842758384,33.64826421379192,-7386.489265487464,-7487.43405812884,1351235.949166722
THYAO-TTRAK,2020-10-13,2020-10-21,84377.91520182567,-2.2581291137172945,1.0,-0.025021971103535885,67.50233216146054,33.75116608073027,-2111.3017559566833,-2212.555254198874,1349023.393912523
ALARK-TKFEN,2020-10-14,2020-10-22,84405.58544192639,-3.151432461159172,1.0,0.06159360223869501,67.52446835354112,33.76223417677056,5198.844056434201,5097.557353903889,1354564.5693279272
CCOLA-EGEEN,2020-10-16,2020-10-23,81704.08420220166,-3.1567063763559426,1.0,-0.2241589888246653,65.36326736176133,32.681633680880665,-18314.704897610834,-18412.749798653476,1336599.7284263314
ODAS-TKFEN,2020-09-18,2020-10-28,85208.8184352205,-2.29324444939117,1.0,0.2463775108871893,68.1670547481764,34.0835273740882,20993.536591708074,20891.28600958581,1359712.3381111121
PGSUS-TAVHL,2020-09-08,2020-11-02,85217.67733630001,1.8640123566356768,1.0,-0.00023205598926578225,68.17414186904001,34.08707093452001,-19.77527241720733,-122.03648522076736,1361873.1300240776
CCOLA-FROTO,2020-09-29,2020-11-02,85968.09672553079,-1.645071273172161,1.0,0.012448061567414782,68.77447738042464,34.38723869021232,1070.1361608728764,966.9744448022394,1362840.1044688798
EKGYO-SASA,2020-10-23,2020-11-03,80195.98370557989,-1.740669924714869,1.0,-0.11387470071917459,64.1567869644639,32.07839348223195,-9132.293643352712,-9228.528823799408,1354064.1996387525
CCOLA-ENKAI,2020-10-07,2020-11-06,85803.04656360333,-1.9904200805685364,1.0,0.07364938195829693,68.64243725088267,34.32121862544133,6319.341349548358,6216.377693672034,1361644.4925933026
CCOLA-DOHOL,2020-10-28,2020-11-09,81582.74028666673,-2.3878039803293984,1.0,0.08670770091257249,65.26619222933338,32.63309611466669,7073.851844404377,6975.952556060376,1369985.4145222886
THYAO-TTRAK,2020-11-04,2020-11-12,81271.01366610706,1.9155521677350589,1.0,-0.17682333609157966,65.01681093288565,32.508405466442824,-14370.611763985411,-14468.13698038474,1356895.4092503933
GARAN-TCELL,2020-10-20,2020-11-13,81496.44188216129,1.9525281133927286,1.0,-0.18552816226293214,65.19715350572903,32.59857675286452,-15119.88509336524,-15217.680823623832,1342133.8994877746
AEFES-BRSAN,2020-10-22,2020-11-13,81273.87415967563,-1.6766945468025651,1.0,0.024603415141231863,65.0190993277405,32.50954966387025,1999.6148660867364,1902.0862170951254,1344035.9857048697
AEFES-PETKM,2020-10-27,2020-11-13,80302.366279642,-1.7919912896073487,1.0,-0.022603851390650055,64.2418930237136,32.1209465118568,-1815.1427537025759,-1911.5055932381463,1342124.4801116316
ENKAI-ZOREN,2020-11-03,2020-11-16,81243.85197832515,1.9741674478012599,1.0,-0.0023306942097776773,64.99508158266012,32.49754079133006,-189.35457538591714,-286.8471977599073,1343168.7611923623
TSKB-ZOREN,2020-10-19,2020-11-17,81733.25169236698,3.6955368821183585,1.0,-0.4325376928534862,65.38660135389358,32.69330067694679,-35352.712116429706,-35450.79201846055,1308159.1540617493
ALARK-TKFEN,2020-10-30,2020-11-20,81637.30730989172,1.771674566170205,1.0,-0.09453761883648405,65.30984584791338,32.65492292395669,-7717.796641299457,-7815.761410071327,1301635.0457853377
DOAS-EKGYO,2020-09-18,2020-11-23,85208.8184352205,1.6417809206348224,1.0,-0.5600561522746195,68.1670547481764,34.0835273740882,-47721.722992696254,-47823.97357481852,1255104.2665977047
AEFES-PETKM,2020-11-19,2020-11-23,78541.05049991801,-4.2719919899442385,1.0,0.05622708673040591,62.83284039993441,31.416420199967206,4416.13445835608,4321.885197756178,1259426.1517954608
ODAS-TKFEN,2020-11-03,2020-11-25,81243.85197832515,2.44874422613765,1.0,-0.0956759019566343,64.99508158266012,32.49754079133006,-7773.078816457546,-7870.571438831536,1252385.9986667985
ENJSA-GUBRF,2020-10-22,2020-11-27,81273.87415967563,-1.529819375568225,1.0,-0.013080047733356581,65.0190993277405,32.50954966387025,-1063.0661534833732,-1160.5948024749841,1252051.1295006683
PGSUS-TAVHL,2020-11-09,2020-11-27,82199.1248713373,-1.9003970004635653,1.0,0.08970121957116983,65.75929989706985,32.879649948534926,7373.361748641835,7274.722798796231,1259325.8522994644
ENKAI-VESTL,2020-11-10,2020-11-27,82226.56952800317,-2.1474290407911982,1.0,-0.05909915142644359,65.78125562240254,32.89062781120127,-4859.520483812451,-4958.192367246054,1254367.6599322183
ENKAI-KOZAA,2020-09-18,2020-11-30,66052.8289926967,4.906081822002771,1.0,-0.026199000420360087,52.84226319415736,26.42113159707868,-1730.5180945456336,-1809.7814893368698,1253796.4660282116
CCOLA-TSKB,2020-11-12,2020-11-30,81413.7245550236,1.534047838695528,1.0,-0.015762180779188634,65.13097964401888,32.56548982200944,-1283.2578443433506,-1380.9543138093788,1252415.5117144024
BIMAS-KOZAL,2020-09-09,2020-12-03,85241.07986947993,2.3585917185219265,1.0,-0.02389475350095642,68.19286389558395,34.09643194779198,-2036.8145916365613,-2139.1038874799374,1251838.5612736305
DOAS-SASA,2020-10-21,2020-12-08,80941.40363475138,3.057165701062087,1.0,-0.4402371702311521,64.7531229078011,32.37656145390055,-35633.41449070044,-35730.54417506214,1218985.7406219363
BIMAS-DOHOL,2020-11-27,2020-12-08,75262.0595959331,2.0406472897759484,1.0,0.031733938148620175,60.20964767674648,30.10482383837324,2388.3615441551065,2298.0470726399867,1221283.7876945762
AEFES-TTKOM,2020-10-26,2020-12-14,80275.6381304208,-2.8092569964858947,1.0,-0.03130624943753639,64.22051050433664,32.11025525216832,-2513.129151068361,-2609.459916824866,1222074.6980322155
TSKB-ZOREN,2020-12-03,2020-12-18,75110.31367641782,-2.518489845237503,1.0,-0.09507936376530908,60.088250941134255,30.044125470567128,-7141.4408365665995,-7231.573212978301,1217139.8723724424
CCOLA-TSKB,2020-12-14,2020-12-25,73324.48188193292,1.7984010361976828,1.0,0.03976419928380874,58.65958550554634,29.32979275277317,2915.689309935204,2827.6999316768847,1224021.8980402783
CCOLA-DOHOL,2020-11-30,2020-12-28,75144.93070286413,-2.2266766440760644,1.0,-0.15789355010790065,60.11594456229131,30.057972281145656,-11864.8998812874,-11955.073798130836,1213807.76103375
SOKM-TCELL,2020-12-17,2020-12-29,73427.48034160597,3.711912115116173,1.0,-0.046418339677077605,58.74198427328478,29.37099213664239,-3408.381724128604,-3496.4947005385316,1210886.9208227457
BIMAS-DOHOL,2020-12-16,2020-12-31,73392.9553245042,1.580131597572611,1.0,-0.08647977208295407,58.714364259603364,29.357182129801682,-6347.006048957554,-6435.077595346959,1205592.0484051846
ENKAI-ZOREN,2020-12-28,2021-01-04,72828.46566202499,4.83523166370972,1.0,-0.03473343984047194,58.262772529619994,29.131386264809997,-2529.5831307458216,-2616.9772895402516,1205431.195288853
CCOLA-ENKAI,2020-11-18,2021-01-06,78515.2174711847,-1.7467050457676,1.0,-0.06763436623334229,62.81217397694777,31.406086988473884,-5310.326973336621,-5404.545234302043,1201307.8989472701
AEFES-PETKM,2020-11-26,2021-01-07,75167.77764766537,1.8704404480911903,1.0,0.07658370686796756,60.1342221181323,30.06711105906615,5756.627049285368,5666.42571610817,1207617.4420520626
DOAS-EKGYO,2020-11-26,2021-01-11,75167.77764766537,-2.061514813808823,1.0,-0.2675191826889924,60.1342221181323,30.06711105906615,-20108.82244085135,-20199.02377402855,1189998.456453885
ODAS-TKFEN,2020-12-09,2021-01-11,73310.19597951756,-1.5449191981475336,1.0,0.04483327059350206,58.648156783614056,29.324078391807028,3286.735853612378,3198.7636184369567,1193197.2200723218
SISE-TTKOM,2021-01-04,2021-01-11,72325.87171733117,2.0863570452469413,1.0,9.757814050022871e-05,57.860697373864944,28.930348686932472,7.05742407223526,-79.73362198856216,1193117.4864503331
EKGYO-TAVHL,2021-01-05,2021-01-11,72363.99909062259,1.8553375763930198,1.0,-0.035869808998380256,57.89119927249807,28.945599636249035,-2595.6828257395946,-2682.5196246483415,1190434.9668256848
THYAO-TTRAK,2020-11-20,2021-01-13,78098.10274712025,-1.7040544295971685,1.0,0.07567940750492279,62.47848219769621,31.239241098848105,5910.418143160644,5816.7004198641,1197490.757843969
ENKAI-VESTL,2020-12-09,2021-01-13,73310.19597951756,1.6200466294748546,1.0,-0.15777973459429256,58.648156783614056,29.324078391807028,-11566.863264703856,-11654.835499879277,1185835.9223440897
AEFES-TTKOM,2020-12-18,2021-01-13,73028.39234234655,4.525652517401409,1.0,-0.10327333571634456,58.42271387387724,29.21135693693862,-7541.885679196082,-7629.519750006897,1178206.4025940828
FROTO-SAHOL,2021-01-06,2021-01-15,72078.4739368362,4.001265396052132,1.0,-0.12902955240381236,57.66277914946897,28.831389574734484,-9300.25323001983,-9386.747398744033,1170045.6539691926
AEFES-BRSAN,2020-12-10,2021-01-19,73343.91158109416,2.2979440977556322,1.0,0.05470755999915056,58.67512926487533,29.337564632437665,4012.466443395102,3924.453749497789,1176463.182690598
BIMAS-KOZAL,2020-12-23,2021-01-19,73201.69636905465,-1.6586764104342104,1.0,-0.06900806891408691,58.56135709524373,29.280678547621864,-5051.507707663789,-5139.349743306655,1171323.8329472914
MGROS-PGSUS,2021-01-18,2021-01-19,70314.67460467588,-1.5448689950947283,1.0,0.052447652299045695,56.2517396837407,28.12586984187035,3687.839605186579,3603.4619956609677,1174927.2949429525
FROTO-KCHOL,2021-01-08,2021-01-21,72495.4861490052,1.9759313355071706,1.0,-0.1604477439686718,57.996388919204165,28.998194459602082,-11631.73720051998,-11718.731783898786,1164440.5734220084
FROTO-GARAN,2021-01-05,2021-01-22,67614.76790496317,3.3746740584964647,1.0,-0.20655625035254932,54.09181432397054,27.04590716198527,-13966.25292690709,-14047.390648393044,1151006.508394115
GARAN-TCELL,2020-11-23,2021-01-26,75565.56910772764,-3.332926567712898,1.0,-0.004229068063508888,60.452455286182115,30.226227643091057,-319.5719350143648,-410.25061794363796,1153031.6360215133
AKBNK-KONTR,2021-01-15,2021-01-28,70202.73923815155,-3.292410045398395,1.0,-0.227616368153294,56.162191390521244,28.081095695260622,-15979.292539800803,-16063.535826886586,1138193.637360305
FROTO-SAHOL,2021-01-22,2021-02-02,69060.3905036469,-1.990745640508628,1.0,0.03381862876557668,55.24831240291752,27.62415620145876,2335.5277088485914,2252.655240244215,1143477.0459169992
CIMSA-YKBNK,2021-01-21,2021-02-09,69866.4344053205,4.262338760562698,1.0,-0.16458869235070903,55.8931475242564,27.9465737621282,-11499.225077978288,-11583.064799264674,1136172.857132678
TKFEN-YKBNK,2021-01-14,2021-02-12,70728.69906108061,-2.4612124598425313,1.0,-0.021837389282481044,56.58295924886449,28.291479624432245,-1544.5301348402688,-1629.4045737135655,1136365.0728524474
ENKAI-KOZAA,2020-12-10,2021-02-15,73343.91158109416,-3.4314006469936746,1.0,0.13539276549297452,58.67512926487533,29.337564632437665,9930.23502103654,9842.222327139227,1148033.0951166244
ODAS-PGSUS,2021-01-04,2021-02-17,72325.87171733117,1.9014661177880205,1.0,-0.049175588389557226,57.860697373864944,28.930348686932472,-3556.6672974873964,-3643.458343548194,1145611.8301816883
SASA-TTKOM,2021-01-13,2021-02-18,70692.38415564496,-2.370863628026824,1.0,0.8027594741875224,56.553907324515976,28.276953662257988,56748.98113384789,56664.150272861116,1202888.0237230086
ALARK-TKFEN,2020-11-27,2021-02-22,75262.0595959331,-2.148020064614474,1.0,0.6508772157952614,60.20964767674648,30.10482383837324,48986.35980481797,48896.04533330285,1254341.0200755133
SISE-TTKOM,2021-01-26,2021-02-22,69181.8981612908,-2.0013722687914663,1.0,-0.019154400270144225,55.34551852903264,27.67275926451632,-1325.1377688297187,-1408.1560466232677,1252932.86402889
AKBNK-KONTR,2021-02-03,2021-02-22,68644.8082051452,3.166965518992878,1.0,0.06780572708436021,54.91584656411616,27.45792328205808,4654.511130916326,4572.137361070152,1257505.00138996
GUBRF-TCELL,2021-02-04,2021-02-24,60631.56116050524,-2.564665984653612,1.0,0.3976643872453466,48.50524892840419,24.252624464202096,24111.012616621072,24038.254743228466,1282868.4541561916
FROTO-GARAN,2021-02-10,2021-02-24,62113.046634075836,2.1165677679803867,1.0,-0.24257074737232684,49.69043730726067,24.845218653630337,-15066.808143599965,-15141.343799560856,1267727.1103566308
ODAS-PGSUS,2021-02-22,2021-02-24,75450.3000833976,-1.7911302037637484,1.0,-0.06384643818631693,60.36024006671808,30.18012003335904,-4817.232920413708,-4907.773280513785,1262819.337076117
EKGYO-TAVHL,2021-01-15,2021-02-25,70202.73923815155,-2.0173618457694973,1.0,-0.12707007852170588,56.162191390521244,28.081095695260622,-8920.66758743076,-9004.910874516543,1254489.5557640658
MGROS-PGSUS,2021-01-25,2021-02-25,69169.7338161906,-4.304457613096849,1.0,-0.1301003134601891,55.335787052952476,27.667893526476238,-8999.004051444239,-9082.007732023667,1245407.548032042
