Pair,Entry Time,Exit Time,Alloc,EntryZ,ZScale,Trade Return,Trade Costs,Slippage,Alpha PnL,Realized PnL,Capital After
CIMSA-OYAKC,2022-04-22,2022-05-16,106796.88895632717,-2.3557668758928356,1.5705112505952237,-0.12821523659759007,85.43751116506174,42.71875558253087,-13692.988385422042,-13821.144652169636,1671288.0572421048
BRSAN-HEKTS,2022-05-09,2022-05-17,144912.40414461185,2.1573327305332386,1.4382218203554924,0.08969510644248425,115.92992331568948,57.96496165784474,12997.933514587256,12824.038629613722,1684839.1668607823
BIMAS-EGEEN,2022-04-15,2022-05-24,110006.11752330867,-1.6490369458473912,1.099357963898261,-0.02278081161814046,88.00489401864694,44.00244700932347,-2506.028640141515,-2638.0359811694857,1687363.6602385342
CIMSA-OYAKC,2022-05-26,2022-06-08,107654.47069773641,2.982590731528208,1.9883938210188052,-0.05627162193412523,86.12357655818913,43.061788279094564,-6057.891674621386,-6187.07703945867,1692545.653516095
BIMAS-KONTR,2022-05-17,2022-06-09,132546.60517076118,1.9667545688904537,1.311169712593636,0.0442656061993881,106.03728413660895,53.01864206830447,5867.255827554693,5708.199901349779,1699007.2145844372
GUBRF-TOASO,2022-05-13,2022-06-13,150056.90872068502,2.229105463169291,1.4860703087795273,-0.019784749440241646,120.04552697654802,60.02276348827401,-2968.838340815965,-3148.9066312807868,1698904.7896663605
KOZAL-SISE,2022-05-16,2022-06-13,192255.33565129852,2.8758557631374284,1.9172371754249522,0.15083795544348846,153.80426852103884,76.90213426051942,28999.401752743484,28768.695349961927,1727673.4850163225
BRSAN-HEKTS,2022-05-24,2022-06-15,130604.35375155079,1.935035653978229,1.2900237693188192,-0.047688438689400175,104.48348300124064,52.24174150062032,-6228.317716449562,-6385.042940951423,1722809.989405675
OYAKC-TUPRS,2022-03-30,2022-06-16,112691.1380488461,-1.6753336394897709,1.1168890929931805,0.1530319435670723,90.15291043907689,45.076455219538445,17245.34387840017,17110.114512741555,1740677.330181497
TTKOM-YKBNK,2022-04-15,2022-06-16,117660.99001306217,-1.7637866328243874,1.1758577552162583,-0.23665351793514058,94.12879201044974,47.06439600522487,-27844.887210322606,-27986.080398338283,1712691.2497831585
KOZAL-TKFEN,2022-05-12,2022-06-20,159055.39206522313,2.368808018413343,1.5792053456088953,0.015300727946800471,127.2443136521785,63.62215682608925,2433.6632824616654,2242.7968119833977,1717920.0795857715
AKBNK-FROTO,2022-04-18,2022-07-01,147659.5796986053,-2.216580212219601,1.477720141479734,-0.11622061366321679,118.12766375888424,59.06383187944212,-17161.086965824576,-17338.2784614629,1708995.7574924005
FROTO-TCELL,2022-05-20,2022-07-01,155795.54676534826,2.308717996656371,1.5391453311042473,-0.11670345609419226,124.63643741227861,62.318218706139305,-18181.8787516005,-18368.833407718917,1690626.9240846816
KRDMD-VESTL,2022-06-20,2022-07-06,111521.770078962,1.6229184844537756,1.0819456563025172,0.06363990225388512,89.21741606316961,44.608708031584804,7097.2345470053915,6963.4084229106375,1701386.3973064867
OYAKC-TUPRS,2022-06-24,2022-07-06,179300.88110999553,2.6047164645347918,1.7364776430231945,-0.07367422915350973,143.44070488799645,71.72035244399822,-13209.854202324015,-13425.01525965601,1687961.3820468306
SASA-TUPRS,2022-06-14,2022-07-07,207411.40941008957,-3.2287114127622565,2.0,0.03870172243546298,165.92912752807166,82.96456376403583,8027.178796937461,7778.285105645353,1696489.1239241252
TTKOM-TUPRS,2022-06-09,2022-07-18,160280.93598956792,2.358449902591663,1.5722999350611087,-0.028141741680940177,128.22474879165435,64.11237439582717,-4510.584696997728,-4702.92182018521,1700038.4653607167
CIMSA-OYAKC,2022-07-01,2022-07-20,176036.1335569206,-2.603119160252164,1.7354127735014426,0.10735381527625644,140.8289068455365,70.41445342276825,18898.15056381606,18686.907203547755,1720233.9085889033
TCELL-ULKER,2022-04-19,2022-07-21,87405.40940780583,-2.0461475029222846,1.364098335281523,-0.18542537160921,69.92432752624467,34.962163763122334,-16207.180520097534,-16312.067011386902,1704674.2634266187
EGEEN-PETKM,2022-05-25,2022-07-26,161694.81533507933,-2.394618682098756,1.596412454732504,0.25942187922846066,129.35585226806347,64.67792613403174,41947.1728557252,41753.1390773231,1750211.0347362766
BRSAN-HEKTS,2022-07-21,2022-07-26,118203.94010785541,-1.7335267893094428,1.1556845262062951,0.0837587639729375,94.56315208628433,47.28157604314217,9900.6159201651,9758.771192035674,1759969.8059283122
KOZAL-SISE,2022-06-17,2022-07-28,133298.88566958407,1.9449108476921273,1.2966072317947515,0.0515199067946871,106.63910853566726,53.31955426783363,6867.546165532623,6707.587502729121,1768234.56673048
TTKOM-YKBNK,2022-07-26,2022-08-03,180962.20961729597,-2.5705300313638877,1.7136866875759251,-0.013914332903745153,144.7697676938368,72.3848838469184,-2517.968427612369,-2735.1230791531243,1770216.7981361842
SASA-TUPRS,2022-07-14,2022-08-04,176165.86922955874,2.5881088564196832,1.725405904279789,-0.05488229289000335,140.932695383647,70.4663476918235,-9668.386832278671,-9879.78587535414,1761131.3392276107
EKGYO-ENJSA,2022-07-14,2022-08-08,105618.289842453,1.5516719131613053,1.0344479421075368,-0.15730959923991708,84.4946318739624,42.2473159369812,-16614.770847521686,-16741.51279533263,1747515.9187063167
KOZAL-SISE,2022-08-02,2022-08-08,50627.18942065463,-3.1432111436678825,2.0,0.012484675797186345,40.501751536523706,20.250875768261853,632.0640464396154,571.3114191348299,1748087.2301254515
SASA-TAVHL,2022-07-25,2022-08-09,134317.9864260122,1.9663641995142396,1.3109094663428265,-0.03325984383650568,107.45438914080978,53.72719457040489,-4467.395252963056,-4628.57683667427,1744234.468278996
PETKM-TSKB,2022-06-22,2022-08-11,126258.1371379605,1.8357716353085547,1.2238477568723698,0.17661702841047877,101.0065097103684,50.5032548551842,22299.336993949295,22147.827229383744,1767939.4304930565
KRDMD-VESTL,2022-07-14,2022-08-11,83968.54807532264,-2.4663686460192493,1.644245764012833,-0.1709543840293988,67.17483846025812,33.58741923012906,-14354.791414059742,-14455.553671750129,1753483.8768213063
OYAKC-TUPRS,2022-07-21,2022-08-16,121660.15829136925,1.7842141589973968,1.1894761059982646,0.03880543478231516,97.32812663309541,48.664063316547704,4721.075338181869,4575.0831482322255,1761962.3632986757
TTKOM-TUPRS,2022-07-28,2022-08-17,139735.81137406133,-1.9756401950737386,1.3170934633824924,-0.042134556516129386,111.78864909924907,55.894324549624535,-5887.706441667583,-6055.3894153164565,1756690.623812779
AKBNK-BRSAN,2022-06-10,2022-08-18,90608.95258338863,2.259548375737803,1.5063655838252021,0.06690010001743102,72.48716206671091,36.243581033355454,6061.747990303364,5953.017247203297,1763431.898597847
THYAO-TTKOM,2022-07-01,2022-08-23,105432.444842706,3.578735837815291,2.0,-0.16273665305054552,84.3459558741648,42.1729779370824,-17157.723196638224,-17284.24213044947,1750102.014235377
KOZAL-TKFEN,2022-07-06,2022-08-29,143318.53722471706,-2.1226572294404074,1.4151048196269382,0.023572724618147897,114.65482977977365,57.327414889886825,3378.408410674034,3206.4261660043735,1758024.9009560836
TCELL-ULKER,2022-08-08,2022-08-29,154524.51094032373,2.2099084684869283,1.473272312324619,-0.09937254106657954,123.61960875225898,61.80980437612949,-15355.49330921044,-15540.922722338828,1742483.9782337446
SASA-TUPRS,2022-08-17,2022-09-01,195807.6837059594,-2.7865988616847623,1.8577325744565083,-0.17815044355316073,156.64614696476752,78.32307348238376,-34883.22570333367,-35118.19492378082,1709680.513286013
TTKOM-YKBNK,2022-08-19,2022-09-08,97985.62422874005,1.6168387641112067,1.0778925094074712,-0.11208985205864032,78.38849938299205,39.194249691496026,-10983.194123672994,-11100.776872747483,1703547.4884910681
SASA-SOKM,2022-08-12,2022-09-09,189807.5145513017,-2.704959944227217,1.8033066294848112,-0.05035452940170707,151.84601164104137,75.92300582052069,-9557.668072138464,-9785.437089600026,1694463.8394843286
BIMAS-KONTR,2022-08-09,2022-09-12,209308.1361934795,-3.984399174303858,2.0,0.11513095007813813,167.4465089547836,83.7232544773918,24097.844579039625,23846.67481560745,1720400.6528279062
KOZAL-SISE,2022-08-17,2022-09-12,65678.01487274811,1.7981922329208637,1.1987948219472424,-0.25977216708606443,52.542411898198495,26.271205949099247,-17061.32025340455,-17140.133871251845,1703260.5189566542
SASA-TAVHL,2022-09-09,2022-09-15,149942.4393715832,-2.2122401770641322,1.4748267847094214,-0.155676266963667,119.95395149726656,59.97697574863328,-23342.479220794037,-23522.410148039937,1681808.001001915
PETKM-TSKB,2022-08-23,2022-09-20,91598.93581150034,-5.132503587661611,2.0,0.12400509307163456,73.27914864920028,36.63957432460014,11358.73456056778,11248.81583759398,1696574.80665638
GUBRF-TOASO,2022-06-24,2022-09-22,117564.61048092796,1.707869334888737,1.1385795565924914,-0.39385114462997517,94.05168838474238,47.02584419237119,-46302.956405890654,-46444.03393846777,1651541.5751935868
BIMAS-DOHOL,2022-08-03,2022-09-27,179061.0824958693,-2.8009339332747905,1.8672892888498602,0.20185130936018977,143.24886599669546,71.62443299834773,36143.71395724418,35928.84065824914,1690891.993964726
TCELL-ULKER,2022-09-14,2022-09-27,109705.89298728129,-1.6089370107789978,1.0726246738526652,-0.34592578064961454,87.76471438982503,43.882357194912515,-37950.096673488355,-38081.743745073094,1652810.250219653
SASA-SOKM,2022-09-16,2022-10-04,124416.53275310349,1.848678693128482,1.2324524620856547,-0.25618525614157883,99.5332262024828,49.7666131012414,-31873.681311600947,-32022.98115090467,1625419.2539054547
THYAO-TTKOM,2022-08-31,2022-10-05,207042.8566602439,-2.9679033948844897,1.9786022632563265,0.12084503382565538,165.63428532819515,82.81714266409757,25020.101016467495,24771.6495884752,1650824.218677645
SAHOL-YKBNK,2022-09-15,2022-10-10,110251.62008771698,1.6388853546605207,1.092590236440347,-0.005240206446630272,88.20129607017358,44.10064803508679,-577.7412503350861,-710.0431944403465,1653313.0320785714
FROTO-TCELL,2022-09-14,2022-10-12,105552.05872727568,1.5480172416072575,1.0320114944048384,0.0476592656051166,84.44164698182055,42.22082349091028,5030.533602050097,4903.871131577366,1659497.9119750874
BIMAS-EGEEN,2022-08-15,2022-10-13,109970.4786966426,-2.3141694526497067,1.5427796350998044,0.11484252016890498,87.97638295731409,43.98819147865704,12629.286917703314,12497.322343267342,1672641.8276341853
PETKM-TSKB,2022-10-04,2022-10-21,103895.02872071671,1.5979727764249794,1.0653151842833195,0.039633714169130745,83.11602297657338,41.55801148828669,4117.745871910515,3993.071837445655,1681854.952744828
TTKOM-YKBNK,2022-09-28,2022-10-24,172723.96357186197,-2.6115147733267094,1.741009848884473,-0.0034425062816683394,138.1791708574896,69.0895854287448,-594.6033295907882,-801.8720858770226,1683004.933206699
BIMAS-DOHOL,2022-10-10,2022-10-24,114899.24858479282,-1.7374091650438945,1.1582727766959298,0.010082596700273866,91.91939886783426,45.95969943391713,1158.4827846449787,1020.6036863432274,1684025.5368930423
CIMSA-OYAKC,2022-08-01,2022-10-25,160474.84474845932,-2.2648477178660715,1.509898478577381,0.4178176228439161,128.37987579876747,64.18993789938374,67049.21815904777,66856.64834534962,1751520.817762268
GUBRF-TOASO,2022-10-05,2022-10-27,142605.75452769967,-2.159614465826209,1.4397429772174728,0.0032820887707882586,114.08460362215973,57.04230181107987,468.04474558514994,296.9178401519103,1753137.7207948552
OYAKC-TUPRS,2022-09-26,2022-10-31,105319.95185739687,1.5916338575485274,1.061089238365685,-0.03176234790422275,84.2559614859175,42.12798074295875,-3345.20895215063,-3471.592894379506,1752306.179157593
CIMSA-OYAKC,2022-10-27,2022-11-04,124910.57232709993,-1.7812430085422315,1.1874953390281544,-0.18658781653025477,99.92845786167995,49.96422893083997,-23306.79095205804,-23456.683638850558,1731265.2168135177
TTKOM-TUPRS,2022-09-15,2022-11-09,121629.91686772609,-1.808023222556717,1.2053488150378113,0.028131486672647255,97.30393349418088,48.65196674709044,3421.63038535963,3275.674485118359,1737503.3824724643
BIMAS-DOHOL,2022-11-04,2022-11-09,127682.16028294359,1.8437695022538076,1.229179668169205,0.061604777857200935,102.14572822635488,51.07286411317744,7865.831120558264,7712.612528218732,1745215.995000683
AKBNK-BRSAN,2022-08-31,2022-11-15,84836.0327289335,-1.9532910341920873,1.3021940227947248,0.12504247335035512,67.8688261831468,33.9344130915734,10608.107361657521,10506.3041223828,1759323.4526731623
TCELL-ULKER,2022-10-04,2022-11-16,132692.06525158207,2.040889834003719,1.360593222669146,-0.21915260128044026,106.15365220126566,53.07682610063283,-29079.811269158126,-29239.041747460025,1730687.3352917633
THYAO-TTKOM,2022-11-02,2022-11-16,153582.13296754588,-2.1895978189855727,1.459731879323715,-0.046552219502355004,122.86570637403672,61.43285318701836,-7149.589165545069,-7333.887725106124,1723353.447566657
KOZAL-TKFEN,2022-11-10,2022-11-17,128600.18483676907,1.84155475679268,1.22770317119512,-0.18864222014011806,102.88014786941525,51.44007393470763,-24259.424378037664,-24413.744599841786,1699533.622575168
OYAKC-TUPRS,2022-11-04,2022-11-23,207751.8260176221,-3.122769255882191,2.0,0.02552124979803347,166.2014608140977,83.10073040704884,5302.086247793322,5052.784056572175,1708099.8314052024
TTKOM-YKBNK,2022-11-16,2022-11-24,206802.41370799884,-3.638539120201504,2.0,0.16199772500198356,165.44193096639907,82.72096548319954,33501.52054561483,33253.357649165235,1741941.4829010614
AKBNK-FROTO,2022-10-25,2022-11-28,110473.49570504074,-1.5768224759980443,1.0512149839986962,-0.2341394773478579,88.3787965640326,44.1893982820163,-25866.20654516906,-25998.77474001511,1718328.741631872
SAHOL-YKBNK,2022-11-16,2022-11-30,141713.80067066415,-2.8715916191585396,1.9143944127723598,0.06700562239376458,113.37104053653132,56.68552026826566,9495.621415723743,9325.564854918946,1728838.8662695927
BRSAN-HEKTS,2022-09-15,2022-12-01,108078.80477521021,1.6065865531443495,1.071057702096233,0.5226478960479848,86.46304382016818,43.23152191008409,56487.15992314451,56357.46535741425,1785786.8533942527
EKGYO-ENJSA,2022-10-12,2022-12-07,118053.05713961842,1.7784454003788868,1.1856302669192578,0.1284000057389556,94.44244571169475,47.22122285584737,15158.01321422826,15016.349545660718,1804006.3201566548
SASA-TAVHL,2022-10-13,2022-12-08,122851.51604255845,-2.1298789275989023,1.4199192850659348,-0.12569350294332052,98.28121283404677,49.140606417023385,-15441.637393286708,-15589.059212537779,1788953.1835172481
SASA-SOKM,2022-10-12,2022-12-13,80685.56013136584,-3.3666590124369957,2.0,0.23175889690636642,64.54844810509267,32.27422405254634,18699.596412317645,18602.773740160006,1810222.5244893008
GUBRF-TOASO,2022-11-18,2022-12-15,105827.1642533665,3.080752959025226,2.0,-0.18907083437855043,84.6617314026932,42.3308657013466,-20008.83024529991,-20135.822842403948,1791169.4402002865
PETKM-TSKB,2022-11-11,2022-12-16,88085.69721184646,1.824363963609588,1.2162426424063921,-0.13118381509759292,70.46855776947717,35.234278884738586,-11555.417815781422,-11661.120652435637,1780043.9174995786
BIMAS-KONTR,2022-10-04,2022-12-27,70443.24613357968,1.6887265726179643,1.1258177150786428,0.37638488403604026,56.35459690686375,28.177298453431874,26513.77302710963,26429.24113174933,1812336.1574324474
KRDMD-VESTL,2022-11-03,2023-01-09,128069.37197761961,1.825254862189281,1.216836574792854,-0.36874926383945994,102.45549758209569,51.227748791047844,-47225.486637129194,-47379.169883502334,1772013.6180235727
SAHOL-YKBNK,2022-12-08,2023-01-09,150819.00016351847,-2.1076431953768955,1.405095463584597,0.09402645556586132,120.65520013081479,60.327600065407395,14180.976017362702,13999.993217166479,1786013.6112407392
KOZAL-TKFEN,2022-11-28,2023-01-10,147810.1596570554,-2.150493035411289,1.433662023607526,0.365321378020136,118.24812772564432,59.12406386282216,53998.21121129179,53820.83901970332,1840361.9377067508
OYAKC-TUPRS,2022-12-02,2023-01-12,118766.27414662582,-2.3378208836496817,1.5585472557664544,-0.06053496071235218,95.01301931730066,47.50650965865033,-7189.511739418443,-7332.031268394394,1834115.761608415
TTKOM-TUPRS,2022-12-12,2023-01-20,94756.65034228736,-1.8110634652427693,1.2073756434951795,-0.08357704796104704,75.80532027382989,37.902660136914946,-7919.481110285515,-8033.18909069626,1830422.539869601
SASA-SOKM,2022-12-16,2023-01-26,77182.68496515244,3.451242855716877,2.0,0.48914950375381533,61.74614797212195,30.873073986060977,37753.87204909138,37661.25282713319,1871370.0524741416
EGEEN-PETKM,2022-11-09,2023-01-30,177277.40426543032,-2.539476557246442,1.692984371497628,0.5014922654216093,141.82192341234426,70.91096170617213,88903.24707313311,88690.5141880146,1962296.7992478122
ARCLK-ENKAI,2023-01-17,2023-01-31,220416.90527528484,3.1634921725332195,2.0,0.003249583839842987,176.33352422022787,88.16676211011394,716.2632134107681,451.76292708042627,1963334.542776927
THYAO-TTKOM,2022-11-28,2023-02-02,57235.916088702026,3.7657770984595067,2.0,0.030656078092369865,45.788732870961624,22.894366435480812,1754.628713303578,1685.9456139971355,1966194.8070030878
KOZAL-KRDMD,2023-02-02,2023-02-06,60038.975030339876,1.9614229864509023,1.3076153243006015,0.3645646441881821,48.031180024271904,24.015590012135952,21888.087569359006,21816.0407993226,1990363.5501943575
KOZAA-MGROS,2023-01-20,2023-02-07,88499.34633300359,2.360540376206072,1.5736935841373814,0.0747564201944611,70.79947706640287,35.399738533201436,6615.894321405157,6509.695105805553,1997466.2335522478
BIMAS-EGEEN,2022-11-24,2023-02-08,132858.48868359314,1.9067587801848567,1.2711725201232378,0.11948156323514211,106.28679094687452,53.14339547343726,15874.139916974147,15714.709730553835,2013777.7122474632
EREGL-MIATK,2023-02-15,2023-02-16,172834.41469537586,-2.170461269835833,1.4469741798905555,0.09784611508369209,138.26753175630068,69.13376587815034,16911.17603070631,16703.77473307186,2035272.8211586033
ENKAI-MIATK,2023-01-30,2023-02-17,235475.61590973745,4.374836289839454,2.0,0.008330759974709716,188.38049272778997,94.19024636389499,1961.690836040959,1679.120096949274,2037555.6053508646
BIMAS-DOHOL,2022-11-23,2023-02-21,204971.97976862427,3.3806881607886194,2.0,0.08716963815458327,163.97758381489942,81.98879190744971,17867.33330825954,17621.366932537192,2057577.014170883
KOZAL-SISE,2022-12-13,2023-02-23,99441.13940418571,-2.1032788655605286,1.4021859103736858,-0.04148507583471625,79.55291152334857,39.776455761674285,-4125.323209273235,-4244.652576558258,2054552.4882409591
BRSAN-KCAER,2023-02-23,2023-02-24,95884.51139802001,-1.9126564455142727,1.2751042970095152,0.10065907519556347,76.70760911841602,38.35380455920801,9651.646242903158,9536.584829225534,2064703.4281835097
SASA-TUPRS,2022-12-15,2023-02-28,87155.1416501326,1.708516428353499,1.139010952235666,0.5317765256392724,69.72411332010608,34.86205666005304,46347.05841830615,46242.47224832599,2113416.475919497
AKBNK-FROTO,2022-12-01,2023-03-01,197655.58190308002,2.7670656989017925,1.8447104659345284,0.4340750289146818,158.12446552246402,79.06223276123201,85797.35242972772,85560.16573144402,2199605.0972936824
ARCLK-ASELS,2023-01-10,2023-03-03,166956.3478574344,-2.267982515242034,1.5119883434946892,0.24927170164905227,133.56507828594752,66.78253914297376,41617.49293153377,41417.145314104855,2242259.7462661923
ARCLK-BRSAN,2023-01-27,2023-03-07,117856.65155102174,2.370790304337757,1.5805268695585049,-0.05258394091124202,94.2853212408174,47.1426606204087,-6197.367201155767,-6338.795183016993,2238461.012922949
PETKM-TSKB,2022-12-27,2023-03-09,102089.64126779126,-3.8534446783561034,2.0,-0.20279379720093552,81.671713014233,40.8358565071165,-20703.146007576717,-20825.653577098066,2218902.9748295345
ODAS-ZOREN,2023-01-31,2023-03-09,132526.87975074764,-1.687522896165502,1.1250152641103346,0.016208289448637378,106.02150380059811,53.010751900299056,2148.0340267248775,1989.0017710239804,2220891.9766005585
AKBNK-THYAO,2023-02-22,2023-03-10,217173.81402146484,2.6379329624971235,1.7586219749980823,-0.1878739210151396,173.7390512171719,86.86952560858595,-40801.29598202531,-41061.90455885106,2180459.403432065
ARCLK-ENKAI,2023-02-22,2023-03-13,190797.86859818627,2.994033740940563,1.9960224939603755,-0.07331393794487708,152.63829487854903,76.31914743927452,-13988.143098422239,-14217.100540740063,2168084.126570074
KONTR-SOKM,2023-01-31,2023-03-16,119271.61014353954,1.5325406414421439,1.0216937609614292,0.014543307534061203,95.41728811483163,47.70864405741582,1734.6037064001491,1591.4777742279018,2171512.360097605
EREGL-MIATK,2023-02-20,2023-03-17,244722.0753032268,4.021535915621422,2.0,0.29281956588873553,195.77766024258145,97.88883012129072,71659.41185368132,71365.74536331744,2243491.316847649
AKBNK-THYAO,2023-03-14,2023-03-24,260242.83487016257,-3.5940264220187697,2.0,-0.00809624763786312,208.19426789613007,104.09713394806504,-2106.990437088356,-2419.281838932551,2245512.389871351
AKSEN-TTRAK,2023-03-17,2023-03-24,171449.77981870947,1.9105242187834184,1.273682812522279,-0.036739943922274844,137.15982385496758,68.57991192748379,-6299.0552960257555,-6504.795031808207,2239007.5948395426
MGROS-SISE,2023-03-20,2023-04-07,180904.62773968623,-2.014184717424539,1.3427898116163595,0.0557247778619291,144.723702191749,72.3618510958745,10080.870194988993,9863.78464170137,2257734.3031588215
ARCLK-BRSAN,2023-03-20,2023-04-10,86797.92396114662,-1.8228792907314153,1.2152528604876103,-0.022257972657377726,69.4383391689173,34.71916958445865,-1931.9458182443525,-2036.1033269977283,2257605.665102798
BRSAN-MGROS,2023-03-06,2023-04-12,78999.75783904316,-1.9303231773176976,1.2868821182117984,0.09069399053330837,63.19980627123453,31.599903135617264,7164.803289587834,7070.003580180983,2265949.9148518536
AKSEN-ALARK,2023-02-07,2023-04-13,159297.80342170043,-1.9937483891581098,1.3291655927720731,-0.1200536663395737,127.43824273736035,63.71912136868018,-19124.285340615825,-19315.442704721867,2247275.2890855703
ARCLK-GUBRF,2023-01-17,2023-04-17,182073.5116097947,3.545197142598633,2.0,-0.16016873504255685,145.65880928783577,72.82940464391788,-29162.484039297105,-29380.97225322886,2220424.4231870594
ISCTR-TCELL,2023-03-03,2023-04-17,177037.3678238655,1.9738722076988167,1.3159148051325444,0.005983363445292739,141.6298942590924,70.8149471295462,1059.2789150881617,846.8340736995231,2221271.257260759
ARCLK-ENKAI,2023-03-29,2023-04-17,269057.14367575647,-4.284131288534527,2.0,-0.05689796523835731,215.24571494060518,107.62285747030259,-15308.804007994899,-15631.672580405806,2205639.5846803533
KOZAA-MGROS,2023-03-02,2023-04-25,215322.35759736956,2.4466008700466637,1.6310672466977758,0.3044093775389963,172.25788607789565,86.12894303894782,65546.14484644443,65287.758017327586,2275826.6614581943
ARCLK-ASELS,2023-03-08,2023-04-26,112888.30486963716,3.1087281122036172,2.0,0.23901911475865661,90.31064389570973,45.155321947854866,26982.46269654602,26846.996730702453,2303318.5061106775
AKSEN-KOZAL,2023-03-02,2023-04-28,156278.1472527284,1.7757108704557343,1.1838072469704894,0.25087992492816763,125.02251780218273,62.51125890109137,39207.04985067763,39019.51607397436,2343645.006744639
ARCLK-ENKAI,2023-04-26,2023-05-02,172904.7574959583,1.9394866643661173,1.2929911095774116,0.011001500452763921,138.32380599676665,69.16190299838333,1902.211767876821,1694.7260588816712,2347996.2511195675
KOZAL-KRDMD,2023-02-24,2023-05-03,105832.43254171962,2.431260522947471,1.6208403486316474,-0.5406333646867163,84.6659460333757,42.33297301668785,-57216.54409800981,-57343.54301705987,2291318.789274375
TAVHL-VESTL,2023-03-14,2023-05-03,126713.9556859211,2.0626321249507584,1.3750880833005057,-0.14279507542122694,101.37116454873689,50.68558227436844,-18094.12885909311,-18246.185605916216,2273072.6036684588
AKBNK-THYAO,2023-04-11,2023-05-05,142649.79471844263,1.5792147802669398,1.0528098535112933,0.1471247847127173,114.11983577475411,57.059917887377054,20987.32033726419,20816.14058360206,2295178.566214956
ISCTR-TCELL,2023-04-28,2023-05-05,153272.79161994628,1.6349830198137034,1.0899886798758023,0.03211532630655382,122.61823329595703,61.30911664797851,4922.405716791002,4738.478366847066,2299917.044581803
DOHOL-HEKTS,2023-03-27,2023-05-09,145925.2298885553,-1.6279871491082731,1.085324766072182,-0.00511050848059845,116.74018391084425,58.370091955422126,-745.7521248787402,-920.8624007450067,2301581.8616153724
EREGL-MIATK,2023-04-11,2023-05-09,154362.37382771983,4.550133668392059,2.0,0.21837558505395654,123.48989906217587,61.74494953108793,33708.97369494587,33523.73884635261,2335105.600461725
ISCTR-TCELL,2023-05-11,2023-05-15,117699.3299857646,3.305125245132968,2.0,0.15152158004080654,94.15946398861169,47.079731994305845,17833.988449187334,17692.749253204416,2356766.0937644877
AKSEN-TTRAK,2023-05-02,2023-06-01,219694.30323745278,3.4759546546368805,2.0,-0.09934709558228157,175.75544258996223,87.87772129498111,-21825.99094261397,-22089.624106498915,2346065.9196892646
BRSAN-KCAER,2023-03-09,2023-06-06,186636.32581428546,2.100916296027634,1.4006108640184227,-0.964585165854459,149.30906065142838,74.65453032571419,-180026.6312900394,-180250.59488101653,2169120.678086411
ENKAI-MIATK,2023-04-25,2023-06-06,186830.92641914092,-2.0523413490049416,1.3682275660032943,-0.0421191980456483,149.46474113531275,74.73237056765637,-7869.168790899742,-8093.365902602711,2161027.3121838085
ODAS-ZOREN,2023-05-03,2023-06-06,159121.21372555435,-2.008629746513792,1.3390864976758614,0.00557475766957552,127.29697098044349,63.648485490221745,887.0622066086995,696.1167501380343,2161723.4289339464
ARCLK-ENKAI,2023-05-09,2023-06-06,163048.07432783354,-1.7456177816497218,1.1637451877664813,0.0545726716236824,130.43845946226685,65.21922973113342,8897.969019166621,8702.311329973221,2170425.74026392
KOZAL-KRDMD,2023-05-15,2023-06-06,137637.40854443304,-1.5945189733387162,1.0630126488924774,0.21934957601312655,110.10992683554643,55.054963417773216,30190.707207766867,30025.542317513547,2200451.282581433
ARCLK-BRSAN,2023-04-18,2023-06-12,215146.69784000042,2.437926730440017,1.6252844869600114,0.23196023018907352,172.11735827200033,86.05867913600017,49905.47755538554,49647.30151797754,2253743.2155327657
AKSEN-KOZAL,2023-05-08,2023-06-15,196800.41096141402,2.1374132068964493,1.4249421379309661,0.06028726392103309,157.4403287691312,78.7201643845656,11864.55831539854,11628.397822244844,2267249.090063457
AKSEN-EREGL,2023-05-10,2023-06-20,180743.91651509175,1.9345290612877184,1.289686040858479,0.04337872917337565,144.59513321207342,72.29756660603671,7840.441404243384,7623.548704425274,2278087.1075625056
AKSEN-ALARK,2023-04-25,2023-06-21,216466.10967773502,2.3778844116695415,1.585256274446361,0.1194829945269852,173.172887742188,86.586443871094,25864.018997902593,25604.259666289312,2304333.232901704
MGROS-SISE,2023-04-25,2023-06-27,252116.61235846742,2.769505874811752,1.8463372498745014,-0.12296251059695766,201.69328988677395,100.84664494338698,-31000.891618797115,-31303.431553627277,2276894.7948121703
ARCLK-CIMSA,2023-06-15,2023-07-03,272069.89080761484,-3.420172704118671,2.0,0.03842648856213837,217.65591264609188,108.82795632304594,10454.690547221047,10128.206678251909,2291680.844440256
ARCLK-ENKAI,2023-06-15,2023-07-05,182411.66431446103,2.011376530195846,1.3409176867972308,-0.08757106808994114,145.92933145156883,72.96466572578441,-15973.984276081153,-16192.878273258506,2277624.2152031353
MIATK-TAVHL,2023-06-16,2023-07-06,137234.09166847036,-2.473938450111313,1.6492923000742088,-0.03860341334305137,109.78727333477629,54.893636667388144,-5297.704365436163,-5462.385275438328,2273212.7963832575
BRSAN-MGROS,2023-04-24,2023-07-10,195388.77246778915,-2.2103588627230812,1.4735725751487208,0.03737590021590087,156.31101797423133,78.15550898711567,7302.831263063446,7068.364736102099,2284562.7749350215
ODAS-ZOREN,2023-06-14,2023-07-14,233088.45019679124,2.5841408704097883,1.7227605802731922,0.0892741607907907,186.470760157433,93.2353800787165,20808.775781344553,20529.069641108403,2309436.747651511
