Pair,Entry Time,Exit Time,Alloc,EntryZ,ZScale,Trade Return,Trade Costs,Slippage,Alpha PnL,Realized PnL,Capital After
BRSAN-KCAER,2023-07-03,2023-08-24,177355.68560443269,-1.9347773276840377,1.2898515517893585,0.8495853555017971,141.88454848354615,70.94227424177308,150678.79320450692,150465.96638178162,2573757.6277537085
SASA-TTKOM,2021-01-13,2021-02-18,108458.58753112474,-2.370863628026824,1.5805757520178825,0.8027594741875224,86.76687002489979,43.38343501244989,87066.15869760707,86936.00839256971,1185815.434446189
MIATK-TOASO,2024-04-18,2024-06-27,390170.2855144379,2.4285482525676803,1.6190321683784534,0.7460261179017775,312.13622841155035,156.06811420577515,291077.2234229642,290609.01908034686,4778017.53274276
REEDR-TKFEN,2024-02-01,2024-04-03,405690.6613515541,-4.700719875758765,2.0,0.6772228291437108,324.5525290812433,162.27626454062164,274742.97743768257,274256.1486440607,3828821.38853896
REEDR-TTRAK,2024-03-19,2024-05-24,257935.53041605256,1.8766559658225752,1.25110397721505,0.6658924114506946,206.3484243328421,103.17421216642104,171757.3123475592,171447.78971105994,4554723.26432769
ALARK-TKFEN,2020-11-27,2021-02-22,108476.65743403744,-2.148020064614474,1.4320133764096494,0.6508772157952614,86.78132594722996,43.39066297361498,70604.98476944263,70474.81278052178,1258816.904543443
GUBRF-TOASO,2021-09-22,2021-11-30,83241.8564590246,-1.5744373525887636,1.0496249017258423,0.6200155365242028,66.59348516721968,33.29674258360984,51611.244293712814,51511.35406596198,1468993.817268823
REEDR-TTRAK,2024-11-01,2024-12-30,477352.799937372,2.1843785948969665,1.4562523965979777,0.5329217320783559,381.88223994989767,190.94111997494883,254391.6809550772,253818.8575951524,6514288.815349187
SASA-TUPRS,2022-12-15,2023-02-28,87155.1416501326,1.708516428353499,1.139010952235666,0.5317765256392724,69.72411332010608,34.86205666005304,46347.05841830615,46242.47224832599,2113416.475919497
REEDR-TOASO,2024-03-19,2024-04-29,299169.8292418522,2.176663462901899,1.4511089752679327,0.5309066913701088,239.3358633934818,119.6679316967409,158831.2642005522,158472.26040546197,4195941.125378815
