Pair
AEFES-BIMAS
AEFES-BRSAN
AEFES-GARAN
AEFES-GUBRF
AEFES-ISCTR
AEFES-KONTR
AEFES-MGROS
AEFES-ODAS
AEFES-SAHOL
AEFES-SOKM
AEFES-TSKB
AEFES-TTRAK
AEFES-VAKBN
AEFES-YKBNK
AEFES-ZOREN
AKBNK-ALARK
AKBNK-ASTOR
AKBNK-BIMAS
AKBNK-GARAN
AKBNK-GUBRF
AKBNK-ISCTR
AKBNK-KOZAA
AKBNK-SAHOL
AKBNK-TSKB
AKBNK-TTRAK
AKBNK-VAKBN
AKBNK-YKBNK
AKBNK-ZOREN
AKSEN-KCAER
AKSEN-TKFEN
AKSEN-TSKB
AKSEN-YKBNK
AKSEN-ZOREN
ALARK-MGROS
ALARK-SASA
ALARK-TAVHL
ALARK-TSKB
ARCLK-ASTOR
ARCLK-HALKB
ARCLK-SASA
ARCLK-ZOREN
ASELS-ASTOR
ASELS-DOAS
ASELS-ENJSA
ASELS-HALKB
ASELS-KONTR
ASELS-KOZAA
ASELS-TKFEN
ASELS-TSKB
ASELS-TTKOM
ASELS-TTRAK
ASELS-TUPRS
ASELS-ULKER
ASELS-VESTL
ASELS-ZOREN
ASTOR-ENJSA
ASTOR-EREGL
ASTOR-MIATK
ASTOR-SASA
ASTOR-TTKOM
BIMAS-BRSAN
BIMAS-GUBRF
BIMAS-ISCTR
BIMAS-MGROS
BIMAS-SOKM
BRSAN-DOAS
BRSAN-DOHOL
BRSAN-EKGYO
BRSAN-ENJSA
BRSAN-GARAN
BRSAN-GUBRF
BRSAN-HEKTS
BRSAN-MIATK
BRSAN-ODAS
BRSAN-PETKM
BRSAN-PGSUS
BRSAN-SASA
BRSAN-TAVHL
BRSAN-TCELL
BRSAN-TSKB
BRSAN-VAKBN
BRSAN-YKBNK
BRSAN-ZOREN
CCOLA-ENJSA
CCOLA-GUBRF
CCOLA-ISCTR
CCOLA-KRDMD
CCOLA-PETKM
CCOLA-TSKB
CCOLA-TTRAK
CCOLA-ULKER
CCOLA-VAKBN
CCOLA-ZOREN
CIMSA-HALKB
CIMSA-KONTR
CIMSA-MGROS
CIMSA-PETKM
CIMSA-SASA
CIMSA-TUPRS
CIMSA-VAKBN
DOAS-HALKB
DOAS-HEKTS
DOAS-THYAO
DOHOL-ENJSA
DOHOL-EREGL
DOHOL-HALKB
DOHOL-KCHOL
DOHOL-KOZAA
DOHOL-OYAKC
DOHOL-PETKM
DOHOL-PGSUS
DOHOL-TTRAK
DOHOL-VAKBN
DOHOL-VESTL
DOHOL-ZOREN
EGEEN-ENJSA
EGEEN-GUBRF
EGEEN-KCAER
EGEEN-KONTR
EGEEN-SASA
EGEEN-TSKB
EGEEN-TUPRS
EKGYO-ENKAI
EKGYO-EREGL
EKGYO-GUBRF
EKGYO-HALKB
EKGYO-HEKTS
EKGYO-KOZAA
EKGYO-SAHOL
EKGYO-SASA
EKGYO-SISE
EKGYO-TCELL
EKGYO-THYAO
EKGYO-TTRAK
ENJSA-EREGL
ENJSA-HALKB
ENJSA-PGSUS
ENJSA-TSKB
ENJSA-VAKBN
ENJSA-VESTL
ENKAI-FROTO
ENKAI-HALKB
ENKAI-TSKB
ENKAI-YKBNK
EREGL-KCHOL
EREGL-KOZAA
EREGL-KOZAL
EREGL-KRDMD
EREGL-SISE
EREGL-TCELL
EREGL-TKFEN
EREGL-VAKBN
EREGL-VESTL
FROTO-GARAN
FROTO-HALKB
FROTO-ISCTR
FROTO-KCHOL
FROTO-VAKBN
GARAN-ISCTR
GARAN-KCAER
GARAN-ODAS
GARAN-PGSUS
GARAN-VAKBN
GARAN-ZOREN
GUBRF-HALKB
GUBRF-KCHOL
GUBRF-MIATK
GUBRF-PETKM
GUBRF-SASA
GUBRF-SISE
GUBRF-TOASO
GUBRF-TSKB
GUBRF-TTKOM
GUBRF-TUPRS
GUBRF-VAKBN
HALKB-HEKTS
HALKB-ISCTR
HALKB-KCAER
HALKB-KCHOL
HALKB-KONTR
HALKB-KOZAA
HALKB-MGROS
HALKB-ODAS
HALKB-PETKM
HALKB-PGSUS
HALKB-SAHOL
HALKB-SASA
HALKB-SISE
HALKB-SOKM
HALKB-TOASO
HALKB-TSKB
HALKB-TUPRS
HALKB-VAKBN
HALKB-VESTL
HALKB-YKBNK
HALKB-ZOREN
HEKTS-TSKB
HEKTS-VAKBN
ISCTR-KCAER
ISCTR-KONTR
ISCTR-ODAS
